term,n,beta,beta_std,se_naive,se_robust,z,p,odds_ratio,cov_method,pseudo_r2,base_rate,dataset,model,spec,pooled,pooled_spec,p_fdr
src_in,3371,-1.0885444555837327,-0.31139014293707645,0.2696491229287625,0.31698001433361844,-3.434110689508803,0.0005945013749169004,0.33670622807540507,"cluster_2way(u,v)",0.3612725289604578,0.940670424206467,bitcoin-otc,GINEConv,node4,False,,0.0009512021998670406
tgt_out,3371,0.21672335759342223,0.06719941179590452,0.23152144115845527,0.29607822324025546,0.7319800666919026,0.46418073439260676,1.2420004646100988,"cluster_2way(u,v)",0.3612725289604578,0.940670424206467,bitcoin-otc,GINEConv,node4,False,,0.5368837409842199
tgt_in,3371,-4.090278740906668,-1.2552333208118176,0.2647795042844432,0.2784107660530184,-14.691525040119128,0.0,0.016734568299671036,"cluster_2way(u,v)",0.3612725289604578,0.940670424206467,bitcoin-otc,GINEConv,node4,False,,0.0
const,3371,5.5960737216167065,,0.2178780513541258,0.246481671134774,22.703812806254557,0.0,269.3667197441383,"cluster_2way(u,v)",0.43283588914766025,0.9207950163156333,bitcoin-otc,SiGAT,node4,False,,
src_out,3371,-2.1563319878326332,-0.6868360390538755,0.23227029011481706,0.308663285478718,-6.986033290251198,2.8277380437202737e-12,0.11574891174481661,"cluster_2way(u,v)",0.43283588914766025,0.9207950163156333,bitcoin-otc,SiGAT,node4,False,,5.540058208105026e-12
src_in,3371,-1.8657299224946526,-0.5337126143700237,0.25262548823613634,0.30419176465375664,-6.133400503522184,8.602023537918058e-10,0.15478318891026951,"cluster_2way(u,v)",0.43283588914766025,0.9207950163156333,bitcoin-otc,SiGAT,node4,False,,1.5880658839233337e-09
tgt_out,3371,0.34694030283593735,0.10757578019165752,0.22496246541239062,0.2824624114186996,1.2282706965977888,0.21934536741658994,1.414732267345233,"cluster_2way(u,v)",0.43283588914766025,0.9207950163156333,bitcoin-otc,SiGAT,node4,False,,0.2699635291281107
tgt_in,3371,-4.239024314834738,-1.3008806745851647,0.2447451771879014,0.27420578385744077,-15.459281183647832,0.0,0.014421655976708369,"cluster_2way(u,v)",0.43283588914766025,0.9207950163156333,bitcoin-otc,SiGAT,node4,False,,0.0
const,70792,5.196160318866433,,0.05087758243518805,0.06310953457034714,82.33558295497109,0.0,180.57754882138664,"cluster_2way(u,v)",0.20534525346442323,0.9349785286473048,epinions,walk_full,node4,False,,
src_out,70792,-2.6022854277984515,-0.926682970935295,0.04575539409691355,0.07043757768893452,-36.94456159879076,0.0,0.07410402513844937,"cluster_2way(u,v)",0.20534525346442323,0.9349785286473048,epinions,walk_full,node4,False,,0.0
